@timestamp,_document_id,access_level,action,actions_cache_id,actions_cache_key,actions_cache_scope,actions_cache_version,active,active_was,actor,actor_id,actor_ip,actor_is_agent,actor_is_bot,actor_location.country_code,admin_enforced,after,agent_session_id,alert_enabled,alert_id,alert_number,alert_numbers,alert_recipient_user_ids,allow,allow_deletions_enforcement_level,allow_force_pushes_enforcement_level,allowed_values,api_request_body,application_client_id,application_id,application_name,application_type,approvers,approvers_was,assigned_user_ids,audit_log_stream_enabled,audit_log_stream_id,audit_log_stream_result,audit_log_stream_sink,audit_log_stream_sink_details,authorized_actor_names,authorized_actors,authorized_actors_only,base_role,before,blocked_user,branch,budget_limit_type,bullets,business,business_id,calling_workflow_refs,calling_workflow_shas,can_admins_bypass,cancelled_at,category,changes,check_response_timeout_minutes,check_run_id,cname,code_scanning_risk_assessment_created_at,code_scanning_risk_assessment_id,code_scanning_risk_assessment_number,code_scanning_risk_assessment_repository_created_at,code_scanning_risk_assessment_repository_id,code_scanning_risk_assessment_status,collaborator,collaborator_type,color,comment,comment_id,commit_oid,completed_at,compliant_pull_request_ids,conclusion,config,config_was,content_type,context,copilot_chat_enabled,copilot_custom_key,copilot_custom_key_id,copilot_custom_key_provider,copilot_custom_model,copilot_custom_model_id,copilot_custom_model_slug,count,create_protected,created_at,credential_regenerated,credential_revoked,current_plan,current_validity,current_value,custom_instructions,custom_key,custom_key_id,custom_key_provider,custom_model,custom_model_id,custom_model_slug,custom_pattern,custom_pattern_name,custom_pattern_scope,customer_id,default_branch,default_for_new_private_repos,default_for_new_public_repos,default_value,definition_id,deleted_at,deleted_by,deleted_by_id,deleted_content,deploy_key_fingerprint,deployment_url,description,details,devcontainer_path,dismiss_comment,dismiss_reason,dismiss_stale_reviews_on_push,dismissal_approver_id,dismissal_request_id,dn,domain,domain_name,duration,ecosystem,editor,editor_id,email,emoji,enabled,enablement,end,end_date,enforcement,enforcement_level,enterprise_role_id,enterprise_role_name,enterprise_team,enterprise_team_id,entry_found,environment_id,environment_name,error,event,events,events_were,exclude_cost_center_usage,excluded_paths,exempt_administrators,explanation,external_group,external_group_id,external_id,external_identity_nameid,external_identity_username,failover_network_enabled,failover_network_settings_ids,filename,filtered_request_body,fingerprint,from_business,ghsa_id,gist,gist_id,has_free_trial,hashed_token,head_branch,head_sha,hook_id,ignore_approvals_from_contributors,imposer_repo,imposer_workflow_sha,initiated_from,integration,invitation_id,invitee,invitee_email,inviter,ip_allow_list_entry,is_hosted_runner,is_republished,issue_type_name,issuer,job_name,job_workflow_ref,key,languages,limit,limited_availability,linear_history_requirement_enforcement_level,lock_allows_fetch_and_merge,lock_branch_enforcement_level,machine_type,managed_hashed_token,managed_oauth_access_id,managed_oauth_scopes,managed_token_id,managed_token_scopes,manager,marketplace_listing,marketplace_listing_plan,max_entries_to_build,max_entries_to_merge,mcp_server_config_id,mcp_server_id,mcp_server_url,merge_method,merge_queue_enforcement_level,merging_strategy,message,min_entries_to_merge,min_entries_to_merge_wait_minutes,model,model_key,model_publisher,model_publisher_id,monthly_price_in_cents,multi_repo,name,network_configuration_id,network_settings_ids,new_access,new_azure_blob_container,new_branch,new_config,new_datadog_site,new_emu_repo_runners_policy,new_event_hub_instance,new_gc_bucket,new_nwo,new_policy,new_project_base_role,new_repo_base_role,new_repo_permission,new_repo_runners_policy,new_s3_arn_role,new_s3_bucket,new_splunk_domain,new_splunk_endpoint,new_splunk_port,new_value,nickname,number,oauth_application,oauth_application_id,oauth_application_name,oauth_credential_type,old_access,old_alert_enabled,old_allow,old_allowed_values,old_azure_blob_container,old_base_role,old_branch,old_budget_limit_type,old_cname,old_color,old_copilot_chat_enabled,old_copilot_custom_key,old_copilot_custom_model,old_custom_key,old_custom_model,old_datadog_site,old_default_branch,old_default_value,old_deployment_url,old_description,old_emu_repo_runners_policy,old_enabled,old_event_hub_instance,old_gc_bucket,old_issue_type_name,old_login,old_message,old_name,old_permission,old_permissions,old_plan,old_policy,old_pricing_target_id,old_pricing_target_type,old_project_base_role,old_project_role,old_repo_base_role,old_repo_permission,old_repo_runners_policy,old_required,old_role_permissions,old_s3_arn_role,old_s3_bucket,old_splunk_domain,old_splunk_endpoint,old_splunk_port,old_target_amount,old_target_id,old_target_type,old_token_expiration,old_user,old_value,old_value_type,old_values_editable_by,openssh_public_key,operation_type,org,org_id,organization_names,organization_role_id,organization_role_name,organization_upgrade,origin_repository,overridden_codes,owner,owner_id,owner_type,package,passkey_nickname,pat_field_changed,patreon_email,patreon_username,pending_cancellation_date,permission,permissions,permissions_added,permissions_downgraded,permissions_removed,permissions_unchanged,permissions_upgraded,plan,policy,prevent_self_review,previous_settings_ids,previous_validity,previous_value,previous_visibility,pricing_target_id,pricing_target_type,primary_category,programmatic_access_type,project_id,project_kind,project_name,project_number,project_role,property_name,property_type,public_project,public_repo,publicly_leaked,pull_request_global_id,pull_request_id,pull_request_reviews_enforcement_level,pull_request_title,pull_request_url,push_protection_bypass_reason,push_protection_setting,query,query_phrase,query_string,query_suite,rate_limit_remaining,read_only,reason,reasons,recipient,ref,referrer,repo,repo_id,repo_was,report_result,repositories,repositories_added,repositories_added_names,repositories_removed,repositories_removed_names,repositories_updated,repository,repository_id,repository_public,repository_security_configuration_failure_reason,repository_security_configuration_state,repository_selection,request_access_security_header,request_body,request_cancelled,request_category,request_id,request_method,request_reviewer,request_reviewer_comment,request_reviewer_id,requested_at,requested_permissions,requester,requester_id,require_code_owner_review,require_last_push_approval,required,required_approving_review_count,required_deployments_enforcement_level,required_review_thread_resolution_enforcement_level,required_status_checks_enforcement_level,rerun_type,resolution,resource_identifier,response_error_message,review_id,reviewer,reviewer_id,reviewer_type,revoked_permissions,role_permissions,route,rule_suite_id,ruleset_bypass_actors,ruleset_bypass_actors_added,ruleset_bypass_actors_deleted,ruleset_bypass_actors_updated,ruleset_conditions,ruleset_conditions_added,ruleset_conditions_deleted,ruleset_conditions_updated,ruleset_enforcement,ruleset_id,ruleset_name,ruleset_old_enforcement,ruleset_old_name,ruleset_rules,ruleset_rules_added,ruleset_rules_deleted,ruleset_rules_updated,ruleset_source_type,run_attempt,run_number,runner_group_allow_public,runner_group_id,runner_group_name,runner_group_restricted_to_workflows,runner_group_selected_workflow_refs,runner_id,runner_labels,runner_name,runner_owner_type,scheduled_plan,scim_group_id,scim_user_id,search_string,seat_assignment,seats_plan_type,seats_plan_type_was,secondary_category,secret_type,secret_type_category,secret_type_display_name,secret_type_provider,secret_types,secrets_passed,secrets_updated,security_configuration_code_scanning,security_configuration_code_scanning_delegated_alert_dismissal,security_configuration_code_security_sku_enabled,security_configuration_created_at,security_configuration_dependabot_alerts,security_configuration_dependabot_delegated_alert_dismissal,security_configuration_dependabot_security_updates,security_configuration_dependency_graph,security_configuration_dependency_graph_autosubmit_action,security_configuration_description,security_configuration_enable_ghas,security_configuration_enforcement,security_configuration_id,security_configuration_name,security_configuration_private_vulnerability_reporting,security_configuration_secret_protection_sku_enabled,security_configuration_secret_scanning,security_configuration_secret_scanning_delegated_alert_dismissal,security_configuration_secret_scanning_delegated_bypass,security_configuration_secret_scanning_extended_metadata,security_configuration_secret_scanning_generic_secrets,security_configuration_secret_scanning_non_provider_patterns,security_configuration_secret_scanning_push_protection,security_configuration_secret_scanning_validity_checks,security_configuration_updated_at,security_feature,security_feature_state,selected_service,set_default_workflow_permissions,set_workflow_permission_can_approve_pr,signature_requirement_enforcement_level,source,source_slug,source_version,sponsors_listing_id,ssl_verify,sso_url,start,start_date,started_at,state,status,status_code,strict_required_status_checks_policy,target,target_amount,target_id,target_login,target_type,target_version,team,team_type,threat_model,title,to_business,token_expiration,token_expires_at,token_id,token_scopes,tool,topic,transfer_from,transfer_from_id,transfer_from_type,transfer_to,transfer_to_id,transfer_to_type,transport_protocol,transport_protocol_name,trigger_id,two_factor_method,type,type_slug,updated_access_policy,updated_allowed_types,updated_github_owned_allowed,updated_patterns,updated_verified_allowed,url,url_path,user,user_agent,user_content_id,user_content_type,user_id,user_programmatic_access_id,user_programmatic_access_name,user_programmatic_access_request_id,uuid,value,value_type,values_editable_by,version,version_count,visibility,vulnerability_alert_rule_actions,vulnerability_alert_rule_conditions,vulnerability_alert_rule_id,vulnerability_alert_rule_name,workflow_id,workflow_run_id,yearly_price_in_cents
1772109593710,miOU4hfv7--1l2eh6LjM6g,,oauth_access.regenerate,,,,,,,Smooth511,257372965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772109593710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vZNrSQcBlMFAypMqza+yqE3Rp3Oo25RdpKFAa+3kmA4=,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C745:C2423:318C17:34F834:69A03F0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581499556,,,,,,,,,,,,,,,,,,,,,,,Smooth511,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,,257372965,,,,,,,,,,,,,,,,,
1772109593287,4BuDjrq0SAd4mJ4qSDxxJA,,oauth_access.regenerate,,,,,,,Smooth511,257372965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772109593287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1qVf+yWKPBOPX3hXE/5ZFREwJjdoXFJXh4C64DMmDBM=,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C745:C2423:318C17:34F834:69A03F0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581499556,,,,,,,,,,,,,,,,,,,,,,,Smooth511,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,,257372965,,,,,,,,,,,,,,,,,
1772109214775,NjwkjT9ihzZbWl6EUd7ZqA,,oauth_access.destroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772109214775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oauth_application,,,,,,,,,,,,,,,,XDFHWwskVb7WTa+wZiXjLZUjc37qPSutzJobbuBl/Nk=,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35C4:15CF7:13B7D82:55348C1:69A03D9E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581911770,,,,,,,,,,,,,,,,,,,,,,,Smooth511,go-github/v75.0.0,,,257372965,,,,,,,,,,,,,,,,,
1772109214561,fJi1xYXj3RnqfvEzSO9hyw,,oauth_access.destroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772109214561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oauth_application,,,,,,,,,,,,,,,,nCsGcuEdR4E1CozP7yU6f5UdEWzrPozN1veifQOv9U8=,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35C4:15CF7:13B7BD8:55341F5:69A03D9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581911748,,,,,,,,,,,,,,,,,,,,,,,Smooth511,go-github/v75.0.0,,,257372965,,,,,,,,,,,,,,,,,
1772109105846,vaWnIhGkbsKg2u8qjzTq9A,,oauth_access.destroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772109105846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oauth_application,,,,,,,,,,,,,,,,C9YWJSTJ9IaSVynAA6Q5NHljh0+K5CDe/mjINjha5dY=,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157:4E6DC:1A004EE:700B069:69A03D31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581937211,,,,,,,,,,,,,,,,,,,,,,,Smooth511,go-github/v75.0.0,,,257372965,,,,,,,,,,,,,,,,,
1772109105619,v0JVZlaawobPUzoF7CmzPA,,oauth_access.destroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772109105619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oauth_application,,,,,,,,,,,,,,,,HcvrMtyFKRCZxqPa7D7HaJm+YfjFJ5liG8Az4rh+5Dk=,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157:4E6DC:1A00342:700A9D4:69A03D31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581937174,,,,,,,,,,,,,,,,,,,,,,,Smooth511,go-github/v75.0.0,,,257372965,,,,,,,,,,,,,,,,,
1772108945333,XzYSUmb3XxiiRDDyphh4gw,,oauth_access.regenerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772108945333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C9YWJSTJ9IaSVynAA6Q5NHljh0+K5CDe/mjINjha5dY=,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549dc95e296dafbafc506160264f085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581937211,,,,,,,,,,,,,,,,,,,,,,,Smooth511,launch/production,,,257372965,,,,,,,,,,,,,,,,,
1772108945261,vfrNb-S2tWhtOZ90LWjWFQ,,oauth_access.create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772108945261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549dc95e296dafbafc506160264f085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581937211,,,,,,,,,,,,,,,,,,,,,,,Smooth511,launch/production,,,257372965,,,,,,,,,,,,,,,,,
1772108945214,2E1uwql_2BCTS66uK-bEdg,,oauth_access.create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772108945214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549dc95e296dafbafc506160264f085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581937202,,,,,,,,,,,,,,,,,,,,,,,Smooth511,launch/production,,,257372965,,,,,,,,,,,,,,,,,
1772108945176,OfG8AM2N_7Orc68n-7OtFQ,,oauth_access.regenerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772108945176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HcvrMtyFKRCZxqPa7D7HaJm+YfjFJ5liG8Az4rh+5Dk=,,,,,,,,Copilot SWE Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549dc95e296dafbafc506160264f085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3581937174,,,,,,,,,,,,,,,,,,,,,,,Smooth511,launch/production,,,257372965,,,,,,,,,,,,,,,,,
